run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_emily_brooks_james_carter,similarity_emily_brooks_sarah_mitchell,similarity_james_carter_sarah_mitchell
moderate_baseline_20260604_140134_097,moderate,baseline,moderate_baseline_20260604_140134_097,completed,20260606_065707,2026-06-06T06:57:46+0200,2,6,1,2,0,8,20032,4830,24862,85636.5,39.6606,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_097/metadata.json,0,3,0,0,,,
moderate_baseline_20260604_140134_098,moderate,baseline,moderate_baseline_20260604_140134_098,completed,20260606_065750,2026-06-06T06:58:33+0200,2,6,2,4,0,10,25386,5305,30691,85636.5,43.0084,Candidate D,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_098/metadata.json,0,0,0,3,,,
moderate_baseline_20260604_140134_099,moderate,baseline,moderate_baseline_20260604_140134_099,completed,20260606_065836,2026-06-06T06:59:21+0200,2,6,2,4,0,10,24250,5489,29739,85636.5,44.5155,Candidate A,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_099/metadata.json,3,0,0,0,,,
moderate_baseline_20260604_140134_100,moderate,baseline,moderate_baseline_20260604_140134_100,completed,20260606_065924,2026-06-06T07:00:01+0200,2,6,0,0,0,6,15262,4633,19895,85636.5,37.2962,Candidate B,consensus,Candidate C,0,,,,,,,,01_data/raw/simulations/moderate/moderate_baseline_20260604_140134_100/metadata.json,0,3,0,0,,,
moderate_treatment_20260604_140134_001,moderate,treatment,moderate_treatment_20260604_140134_001,completed,20260605_023627,2026-06-05T02:43:17+0200,2,6,7,14,17,20,129715,74774,204489,341558.87,410.5612,Candidate C,consensus,Candidate C,1,0.945785,0.941264,0.950167,0.945785,0.833333,0.788154,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_001/metadata.json,0,0,3,0,0.941264,0.945923,0.950167
moderate_treatment_20260604_140134_002,moderate,treatment,moderate_treatment_20260604_140134_002,completed,20260605_024321,2026-06-05T02:52:50+0200,3,9,6,12,26,21,185271,106896,292167,341558.87,568.889,Candidate C,consensus,Candidate C,1,0.929748,0.913677,0.940256,0.929748,0.944444,0.878095,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_002/metadata.json,0,0,3,0,0.913677,0.940256,0.935312
moderate_treatment_20260604_140134_003,moderate,treatment,moderate_treatment_20260604_140134_003,completed,20260605_025252,2026-06-05T02:57:36+0200,2,6,2,4,17,10,93532,56229,149761,341558.87,283.8772,Candidate C,consensus,Candidate C,1,0.933592,0.912456,0.945907,0.933592,0.833333,0.777993,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_003/metadata.json,0,0,3,0,0.912456,0.945907,0.942413
moderate_treatment_20260604_140134_004,moderate,treatment,moderate_treatment_20260604_140134_004,completed,20260605_025739,2026-06-05T03:03:24+0200,2,6,5,10,18,16,118463,64003,182466,341558.87,344.6289,Candidate B,consensus,Candidate C,0,0.952418,0.946109,0.961445,0.952418,0.833333,0.793681,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_004/metadata.json,0,3,0,0,0.9497,0.961445,0.946109
moderate_treatment_20260604_140134_005,moderate,treatment,moderate_treatment_20260604_140134_005,completed,20260605_030327,2026-06-05T03:08:29+0200,2,6,2,4,18,10,96808,58452,155260,341558.87,301.8378,Candidate C,consensus,Candidate C,1,0.935721,0.919816,0.945905,0.935721,0.777778,0.727783,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_005/metadata.json,0,0,3,0,0.945905,0.919816,0.941443
moderate_treatment_20260604_140134_006,moderate,treatment,moderate_treatment_20260604_140134_006,completed,20260605_030832,2026-06-05T03:13:49+0200,2,6,3,6,18,12,99484,61210,160694,341558.87,316.693,Candidate B,consensus,Candidate C,0,0.935529,0.919974,0.954204,0.935529,0.722222,0.67566,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_006/metadata.json,0,3,0,0,0.919974,0.954204,0.932409
moderate_treatment_20260604_140134_007,moderate,treatment,moderate_treatment_20260604_140134_007,completed,20260605_031352,2026-06-05T03:27:06+0200,4,12,7,14,34,26,286373,143851,430224,341558.87,794.3221,Candidate C,consensus,Candidate C,1,0.9569,0.955734,0.95791,0.9569,0.666667,0.637934,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_007/metadata.json,0,0,3,0,0.95791,0.957055,0.955734
moderate_treatment_20260604_140134_008,moderate,treatment,moderate_treatment_20260604_140134_008,completed,20260605_032709,2026-06-05T03:32:58+0200,2,6,5,10,18,16,114131,65266,179397,341558.87,348.7756,Candidate C,consensus,Candidate C,1,0.927691,0.921769,0.937925,0.927691,0.722222,0.669999,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_008/metadata.json,0,0,3,0,0.937925,0.92338,0.921769
moderate_treatment_20260604_140134_009,moderate,treatment,moderate_treatment_20260604_140134_009,completed,20260605_033301,2026-06-05T03:38:07+0200,2,6,4,8,16,14,103568,58458,162026,341558.87,306.0628,Candidate B,consensus,Candidate C,0,0.947442,0.93994,0.955058,0.947442,0.777778,0.7369,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_009/metadata.json,0,3,0,0,0.947329,0.93994,0.955058
moderate_treatment_20260604_140134_010,moderate,treatment,moderate_treatment_20260604_140134_010,completed,20260605_033810,2026-06-05T03:43:29+0200,2,6,5,10,18,16,109023,60719,169742,341558.87,318.7023,Candidate C,consensus,Candidate C,1,0.944228,0.936863,0.949801,0.944228,0.777778,0.7344,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_010/metadata.json,0,0,3,0,0.946019,0.949801,0.936863
moderate_treatment_20260604_140134_011,moderate,treatment,moderate_treatment_20260604_140134_011,completed,20260605_034332,2026-06-05T03:48:24+0200,2,6,4,8,17,14,105267,55652,160919,341558.87,291.9656,Candidate C,consensus,Candidate C,1,0.948277,0.939239,0.958381,0.948277,0.555556,0.526821,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_011/metadata.json,0,0,3,0,0.939239,0.958381,0.947211
moderate_treatment_20260604_140134_012,moderate,treatment,moderate_treatment_20260604_140134_012,completed,20260605_034827,2026-06-05T03:53:43+0200,2,6,3,6,18,12,102071,61489,163560,341558.87,315.6133,Candidate C,consensus,Candidate C,1,0.943213,0.942318,0.943818,0.943213,0.777778,0.73361,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_012/metadata.json,0,0,3,0,0.943503,0.943818,0.942318
moderate_treatment_20260604_140134_013,moderate,treatment,moderate_treatment_20260604_140134_013,completed,20260605_035346,2026-06-05T04:01:39+0200,3,9,5,10,26,19,178467,90055,268522,341558.87,473.6232,Candidate C,consensus,Candidate C,1,0.938963,0.93418,0.943685,0.938963,0.666667,0.625976,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_013/metadata.json,0,0,3,0,0.943685,0.939023,0.93418
moderate_treatment_20260604_140134_014,moderate,treatment,moderate_treatment_20260604_140134_014,completed,20260605_040142,2026-06-05T04:10:01+0200,3,9,3,6,27,15,155557,95393,250950,341558.87,498.2487,Candidate C,consensus,Candidate C,1,0.933928,0.919552,0.954198,0.933928,0.777778,0.726389,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_014/metadata.json,0,0,3,0,0.954198,0.919552,0.928035
moderate_treatment_20260604_140134_015,moderate,treatment,moderate_treatment_20260604_140134_015,completed,20260605_041004,2026-06-05T04:28:05+0200,3,9,4,8,27,17,164072,93536,257608,341558.87,1081.4678,Candidate C,consensus,Candidate C,1,0.948409,0.944399,0.952113,0.948409,0.833333,0.790341,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_015/metadata.json,0,0,3,0,0.948715,0.944399,0.952113
moderate_treatment_20260604_140134_016,moderate,treatment,moderate_treatment_20260604_140134_016,completed,20260605_042808,2026-06-05T04:33:44+0200,2,6,5,10,16,16,121245,60545,181790,341558.87,336.08,Candidate B,consensus,Candidate C,0,0.941688,0.928882,0.949267,0.941688,0.722222,0.680108,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_016/metadata.json,0,3,0,0,0.928882,0.946916,0.949267
moderate_treatment_20260604_140134_017,moderate,treatment,moderate_treatment_20260604_140134_017,completed,20260605_043348,2026-06-05T04:38:53+0200,2,6,5,10,17,16,111907,57965,169872,341558.87,305.0289,Candidate C,consensus,Candidate C,1,0.951805,0.941354,0.95727,0.951805,0.888889,0.846049,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_017/metadata.json,0,0,3,0,0.941354,0.95679,0.95727
moderate_treatment_20260604_140134_018,moderate,treatment,moderate_treatment_20260604_140134_018,completed,20260605_043856,2026-06-05T04:49:07+0200,3,9,8,16,27,25,224726,112097,336823,341558.87,611.0694,Candidate C,consensus,Candidate C,1,0.952747,0.943271,0.967221,0.952747,0.722222,0.688095,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_018/metadata.json,0,0,3,0,0.947748,0.967221,0.943271
moderate_treatment_20260604_140134_019,moderate,treatment,moderate_treatment_20260604_140134_019,completed,20260605_044910,2026-06-05T04:54:38+0200,2,6,3,6,17,12,104135,62442,166577,341558.87,328.2548,Candidate C,consensus,Candidate C,1,0.928342,0.920544,0.933367,0.928342,0.777778,0.722044,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_019/metadata.json,0,0,3,0,0.933367,0.931114,0.920544
moderate_treatment_20260604_140134_020,moderate,treatment,moderate_treatment_20260604_140134_020,completed,20260605_045441,2026-06-05T05:03:42+0200,3,9,5,10,27,19,181156,99225,280381,341558.87,541.0661,Candidate C,consensus,Candidate C,1,0.954975,0.954003,0.956063,0.954975,0.722222,0.689704,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_020/metadata.json,0,0,3,0,0.956063,0.95486,0.954003
moderate_treatment_20260604_140134_021,moderate,treatment,moderate_treatment_20260604_140134_021,completed,20260605_050345,2026-06-05T05:09:22+0200,2,6,4,8,16,14,108207,66322,174529,341558.87,336.3943,Candidate B,consensus,Candidate C,0,0.915659,0.908866,0.926256,0.915659,0.777778,0.712179,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_021/metadata.json,0,3,0,0,0.908866,0.911854,0.926256
moderate_treatment_20260604_140134_022,moderate,treatment,moderate_treatment_20260604_140134_022,completed,20260605_050925,2026-06-05T05:26:28+0200,5,15,13,26,45,41,418785,184580,603365,341558.87,1022.9042,Candidate B,max_round_majority_vote,Candidate C,0,0.93165,0.90987,0.942758,0.93165,0.888889,0.828133,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_022/metadata.json,0,2,1,0,0.90987,0.942758,0.942323
moderate_treatment_20260604_140134_023,moderate,treatment,moderate_treatment_20260604_140134_023,completed,20260605_052631,2026-06-05T05:32:30+0200,2,6,4,8,17,14,118072,67793,185865,341558.87,359.2954,Candidate C,consensus,Candidate C,1,0.938298,0.921907,0.951187,0.938298,0.666667,0.625532,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_023/metadata.json,0,0,3,0,0.921907,0.941801,0.951187
moderate_treatment_20260604_140134_024,moderate,treatment,moderate_treatment_20260604_140134_024,completed,20260605_053233,2026-06-05T05:37:43+0200,2,6,3,6,18,12,99501,60177,159678,341558.87,310.1786,Candidate A,consensus,Candidate C,0,0.944985,0.936674,0.954972,0.944985,0.611111,0.577491,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_024/metadata.json,3,0,0,0,0.936674,0.954972,0.943309
moderate_treatment_20260604_140134_025,moderate,treatment,moderate_treatment_20260604_140134_025,completed,20260605_053746,2026-06-05T05:43:19+0200,2,6,8,16,18,22,143491,60823,204314,341558.87,332.6692,Candidate C,consensus,Candidate C,1,0.943933,0.934766,0.951639,0.943933,0.611111,0.576848,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_025/metadata.json,0,0,3,0,0.934766,0.945394,0.951639
moderate_treatment_20260604_140134_026,moderate,treatment,moderate_treatment_20260604_140134_026,completed,20260605_054322,2026-06-05T05:52:45+0200,3,9,5,10,26,19,184117,108193,292310,341558.87,562.9174,Candidate C,consensus,Candidate C,1,0.937485,0.933363,0.940452,0.937485,0.833333,0.781237,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_026/metadata.json,0,0,3,0,0.940452,0.93864,0.933363
moderate_treatment_20260604_140134_027,moderate,treatment,moderate_treatment_20260604_140134_027,completed,20260605_055248,2026-06-05T05:57:46+0200,2,6,4,8,18,14,101349,56401,157750,341558.87,298.6269,Candidate C,consensus,Candidate C,1,0.928691,0.919455,0.933774,0.928691,0.555556,0.51594,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_027/metadata.json,0,0,3,0,0.933774,0.932845,0.919455
moderate_treatment_20260604_140134_028,moderate,treatment,moderate_treatment_20260604_140134_028,completed,20260605_055749,2026-06-05T06:07:10+0200,3,9,5,10,27,19,198106,103844,301950,341558.87,560.7844,Candidate C,consensus,Candidate C,1,0.943495,0.929422,0.953455,0.943495,0.722222,0.681413,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_028/metadata.json,0,0,3,0,0.929422,0.953455,0.947608
moderate_treatment_20260604_140134_029,moderate,treatment,moderate_treatment_20260604_140134_029,completed,20260605_060713,2026-06-05T06:12:19+0200,2,6,5,10,17,16,107568,58011,165579,341558.87,306.203,Candidate C,consensus,Candidate C,1,0.948621,0.947713,0.95032,0.948621,0.777778,0.737817,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_029/metadata.json,0,0,3,0,0.947713,0.947831,0.95032
moderate_treatment_20260604_140134_030,moderate,treatment,moderate_treatment_20260604_140134_030,completed,20260605_061223,2026-06-05T06:17:18+0200,2,6,4,8,16,14,103381,57598,160979,341558.87,295.908,Candidate C,consensus,Candidate C,1,0.952679,0.950733,0.954528,0.952679,0.888889,0.846826,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_030/metadata.json,0,0,3,0,0.952775,0.950733,0.954528
moderate_treatment_20260604_140134_031,moderate,treatment,moderate_treatment_20260604_140134_031,completed,20260605_061721,2026-06-05T06:22:46+0200,2,6,3,6,16,12,99403,63140,162543,341558.87,324.1753,Candidate C,consensus,Candidate C,1,0.942247,0.93688,0.946032,0.942247,0.833333,0.785206,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_031/metadata.json,0,0,3,0,0.93688,0.943829,0.946032
moderate_treatment_20260604_140134_032,moderate,treatment,moderate_treatment_20260604_140134_032,completed,20260605_062249,2026-06-05T06:31:37+0200,3,9,5,10,27,19,174203,102503,276706,341558.87,528.3525,Candidate B,consensus,Candidate C,0,0.923894,0.922186,0.926286,0.923894,0.722222,0.667257,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_032/metadata.json,0,3,0,0,0.922186,0.926286,0.923209
moderate_treatment_20260604_140134_033,moderate,treatment,moderate_treatment_20260604_140134_033,completed,20260605_063140,2026-06-05T06:36:19+0200,2,6,2,4,18,10,91060,54305,145365,341558.87,278.4637,Candidate C,consensus,Candidate C,1,0.94485,0.937456,0.954826,0.94485,0.777778,0.734884,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_033/metadata.json,0,0,3,0,0.937456,0.954826,0.942267
moderate_treatment_20260604_140134_034,moderate,treatment,moderate_treatment_20260604_140134_034,completed,20260605_063622,2026-06-05T06:42:49+0200,2,6,7,14,18,20,139208,71748,210956,341558.87,387.0123,Candidate C,consensus,Candidate C,1,0.948634,0.948363,0.948777,0.948634,0.777778,0.737827,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_034/metadata.json,0,0,3,0,0.948777,0.948763,0.948363
moderate_treatment_20260604_140134_035,moderate,treatment,moderate_treatment_20260604_140134_035,completed,20260605_064252,2026-06-05T06:48:10+0200,2,6,6,12,18,18,114816,60133,174949,341558.87,317.5383,Candidate B,consensus,Candidate C,0,0.95017,0.948334,0.95161,0.95017,0.555556,0.527873,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_035/metadata.json,0,3,0,0,0.948334,0.950567,0.95161
moderate_treatment_20260604_140134_036,moderate,treatment,moderate_treatment_20260604_140134_036,completed,20260605_064813,2026-06-05T06:57:10+0200,3,9,6,12,27,21,187499,105168,292667,341558.87,536.9373,Candidate C,consensus,Candidate C,1,0.956401,0.952711,0.95893,0.956401,0.888889,0.850134,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_036/metadata.json,0,0,3,0,0.952711,0.95893,0.957563
moderate_treatment_20260604_140134_037,moderate,treatment,moderate_treatment_20260604_140134_037,completed,20260605_065713,2026-06-05T07:08:34+0200,4,12,5,10,34,22,244181,127677,371858,341558.87,681.9169,Candidate A,consensus,Candidate C,0,0.955307,0.948799,0.968277,0.955307,0.5,0.477654,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_037/metadata.json,3,0,0,0,0.968277,0.948844,0.948799
moderate_treatment_20260604_140134_038,moderate,treatment,moderate_treatment_20260604_140134_038,completed,20260605_070837,2026-06-05T07:23:51+0200,2,6,2,4,18,10,89098,64256,153354,341558.87,913.5124,Candidate C,consensus,Candidate C,1,0.937858,0.93059,0.942517,0.937858,0.555556,0.521033,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_038/metadata.json,0,0,3,0,0.93059,0.940468,0.942517
moderate_treatment_20260604_140134_039,moderate,treatment,moderate_treatment_20260604_140134_039,completed,20260605_072354,2026-06-05T07:35:04+0200,4,12,6,12,34,24,256948,125240,382188,341558.87,670.3248,Candidate C,consensus,Candidate C,1,0.929293,0.909849,0.941688,0.929293,0.722222,0.671156,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_039/metadata.json,0,0,3,0,0.909849,0.941688,0.936341
moderate_treatment_20260604_140134_040,moderate,treatment,moderate_treatment_20260604_140134_040,completed,20260605_073507,2026-06-05T07:40:25+0200,2,6,4,8,16,14,107076,61261,168337,341558.87,318.2416,Candidate D,consensus,Candidate C,0,0.940956,0.925897,0.958826,0.940956,0.444444,0.418202,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_040/metadata.json,0,0,0,3,0.938145,0.958826,0.925897
moderate_treatment_20260604_140134_041,moderate,treatment,moderate_treatment_20260604_140134_041,completed,20260605_074029,2026-06-05T07:46:07+0200,2,6,4,8,17,14,105650,65803,171453,341558.87,337.9632,Candidate B,consensus,Candidate C,0,0.936954,0.927641,0.951178,0.936954,0.555556,0.52053,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_041/metadata.json,0,3,0,0,0.932042,0.951178,0.927641
moderate_treatment_20260604_140134_042,moderate,treatment,moderate_treatment_20260604_140134_042,completed,20260605_074610,2026-06-05T07:51:47+0200,2,6,4,8,18,14,106067,64791,170858,341558.87,336.9797,Candidate C,consensus,Candidate C,1,0.944862,0.932363,0.964853,0.944862,0.611111,0.577416,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_042/metadata.json,0,0,3,0,0.932363,0.937369,0.964853
moderate_treatment_20260604_140134_043,moderate,treatment,moderate_treatment_20260604_140134_043,completed,20260605_075150,2026-06-05T07:56:56+0200,2,6,3,6,17,12,101895,60059,161954,341558.87,306.4067,Candidate A,consensus,Candidate C,0,0.919619,0.907708,0.939431,0.919619,0.555556,0.5109,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_043/metadata.json,3,0,0,0,0.939431,0.907708,0.911719
moderate_treatment_20260604_140134_044,moderate,treatment,moderate_treatment_20260604_140134_044,completed,20260605_075659,2026-06-05T08:02:23+0200,2,6,4,8,18,14,111575,61936,173511,341558.87,323.5289,Candidate C,consensus,Candidate C,1,0.95377,0.945563,0.963819,0.95377,0.611111,0.582859,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_044/metadata.json,0,0,3,0,0.951929,0.963819,0.945563
moderate_treatment_20260604_140134_045,moderate,treatment,moderate_treatment_20260604_140134_045,completed,20260605_080226,2026-06-05T08:11:13+0200,3,9,5,10,26,19,174340,102452,276792,341558.87,526.5921,Candidate C,consensus,Candidate C,1,0.958165,0.955095,0.962958,0.958165,0.777778,0.74524,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_045/metadata.json,0,0,3,0,0.955095,0.956441,0.962958
moderate_treatment_20260604_140134_046,moderate,treatment,moderate_treatment_20260604_140134_046,completed,20260605_081116,2026-06-05T08:16:16+0200,2,6,6,12,18,18,115056,58354,173410,341558.87,300.3588,Candidate B,consensus,Candidate C,0,0.936673,0.933018,0.941794,0.936673,0.555556,0.520374,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_046/metadata.json,0,3,0,0,0.933018,0.941794,0.935208
moderate_treatment_20260604_140134_047,moderate,treatment,moderate_treatment_20260604_140134_047,completed,20260605_081620,2026-06-05T08:25:57+0200,3,9,8,16,27,25,238389,106150,344539,341558.87,576.9477,Candidate C,consensus,Candidate C,1,0.949753,0.945236,0.953184,0.949753,0.888889,0.844225,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_047/metadata.json,0,0,3,0,0.953184,0.945236,0.95084
moderate_treatment_20260604_140134_048,moderate,treatment,moderate_treatment_20260604_140134_048,completed,20260605_082600,2026-06-05T08:31:28+0200,2,6,2,4,18,10,87572,62835,150407,341558.87,327.957,Candidate C,consensus,Candidate C,1,0.94469,0.935962,0.953994,0.94469,0.722222,0.682276,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_048/metadata.json,0,0,3,0,0.935962,0.944114,0.953994
moderate_treatment_20260604_140134_049,moderate,treatment,moderate_treatment_20260604_140134_049,completed,20260605_083131,2026-06-05T08:36:07+0200,2,6,2,4,18,10,89833,54118,143951,341558.87,276.249,Candidate C,consensus,Candidate C,1,0.945077,0.939674,0.950745,0.945077,0.722222,0.682555,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_049/metadata.json,0,0,3,0,0.939674,0.944812,0.950745
moderate_treatment_20260604_140134_050,moderate,treatment,moderate_treatment_20260604_140134_050,completed,20260605_083610,2026-06-05T08:51:30+0200,5,15,9,18,44,33,362319,174346,536665,341558.87,919.6604,Candidate C,consensus,Candidate C,1,0.942421,0.931586,0.956379,0.942421,0.833333,0.785351,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_050/metadata.json,0,0,3,0,0.931586,0.956379,0.939299
moderate_treatment_20260604_140134_051,moderate,treatment,moderate_treatment_20260604_140134_051,completed,20260605_085133,2026-06-05T08:57:08+0200,2,6,5,10,17,16,109758,64365,174123,341558.87,334.4493,Candidate B,consensus,Candidate C,0,0.932502,0.925233,0.941894,0.932502,0.611111,0.569862,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_051/metadata.json,0,3,0,0,0.925233,0.941894,0.930378
moderate_treatment_20260604_140134_052,moderate,treatment,moderate_treatment_20260604_140134_052,completed,20260605_085710,2026-06-05T09:02:30+0200,2,6,3,6,16,12,96669,62953,159622,341558.87,319.4337,Candidate C,consensus,Candidate C,1,0.921944,0.91324,0.926574,0.921944,0.722222,0.665848,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_052/metadata.json,0,0,3,0,0.926574,0.91324,0.926018
moderate_treatment_20260604_140134_053,moderate,treatment,moderate_treatment_20260604_140134_053,completed,20260605_090234,2026-06-05T09:07:53+0200,2,6,6,12,17,18,125739,60817,186556,341558.87,319.5981,Candidate A,consensus,Candidate C,0,0.93385,0.927966,0.937925,0.93385,0.444444,0.415044,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_053/metadata.json,3,0,0,0,0.937925,0.927966,0.935659
moderate_treatment_20260604_140134_054,moderate,treatment,moderate_treatment_20260604_140134_054,completed,20260605_090756,2026-06-05T09:13:33+0200,2,6,3,6,17,12,97955,63512,161467,341558.87,337.1709,Candidate C,consensus,Candidate C,1,0.95505,0.95192,0.960179,0.95505,1.0,0.95505,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_054/metadata.json,0,0,3,0,0.95305,0.95192,0.960179
moderate_treatment_20260604_140134_055,moderate,treatment,moderate_treatment_20260604_140134_055,completed,20260605_091336,2026-06-05T09:21:35+0200,3,9,7,14,27,23,192065,89664,281729,341558.87,478.52,Candidate C,consensus,Candidate C,1,0.943643,0.932845,0.956362,0.943643,0.777778,0.733945,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_055/metadata.json,0,0,3,0,0.932845,0.941722,0.956362
moderate_treatment_20260604_140134_056,moderate,treatment,moderate_treatment_20260604_140134_056,completed,20260605_092138,2026-06-05T09:26:48+0200,2,6,5,10,18,16,114165,59454,173619,341558.87,310.0706,Candidate D,consensus,Candidate C,0,0.937226,0.918086,0.947397,0.937226,0.555556,0.520682,c_decisive_evidence_coverage_x_memory_similarity,01_data/raw/simulations/moderate/moderate_treatment_20260604_140134_056/metadata.json,0,0,0,3,0.918086,0.946195,0.947397
